trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
552,False,"{'a': 0.5, 'e': 0.06285510723190912}",25,17,13.733622717390702,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.06254083169574957}",35,26,19.719881238417734,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.062228127537270826}",20,8,18.730936912510806,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.06191698689958447}",20,13,12.64685096656703,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.061607401965086545}",25,18,-26.798689867568832,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
557,False,"{'a': 0.5, 'e': 0.06129936495526111}",20,14,9.812642197757159,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.0609928681304848}",20,12,17.85936059767083,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.060687903789832374}",20,13,10.507144940913541,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.06038446427088321}",20,16,8.342664306149638,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.06008254194952879}",30,14,25.5829987835052,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.05978212923978115}",20,12,17.25658606647218,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.05948321859358224}",25,11,22.170379310572898,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.05918580250061433}",35,26,16.31227923006587,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.058889873488111255}",20,6,15.670908421903288,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.058595424120670696}",35,8,45.71090555783874,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.05830244700006734}",20,9,20.922066568225148,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.058010934765067}",25,11,12.8185368438905,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.05772088009124167}",20,12,16.124362102635533,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.05743227569078546}",20,6,22.711304324961315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.05714511431233153}",20,6,-6.34227780020394,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.05685938874076987}",20,8,24.095863602046194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.056575091797066025}",30,22,14.076913348298334,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.056292216338080694}",25,11,13.890325571989882,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.05601075525639029}",30,16,22.85165014029196,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.05573070148010834}",20,1,30.08974589028731,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.0554520479727078}",20,8,-0.9742347858778597,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.05517478773284426}",25,6,36.23719942659187,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.05489891379418004}",20,14,10.173345093553111,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.05462441922520914}",25,11,18.800525050540234,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.0543512971290831}",30,18,22.814045029661695,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.05407954064343768}",20,16,7.359817559551809,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.05380914294022049}",20,10,6.435311699261702,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.05354009722551939}",30,10,35.992865359438966,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.05327239673939179}",35,22,28.824958707370392,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.053006034755694834}",20,0,20.489824795164058,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.052741004581916356}",30,23,14.041150988280346,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.052477299559006776}",25,14,19.51486302564103,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.052214913061211746}",20,9,21.07151119424814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.05195383849590569}",30,17,22.470497744064623,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.05169406930342616}",30,16,14.40124682742161,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.05143559895690903}",20,14,0.44970504318131566,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.051178420962124486}",20,12,16.85528995136037,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 0.05092252885731386}",20,9,18.98314793167415,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.05066791621302729}",25,20,10.65836890933587,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.05041457663196215}",20,4,3.8848020157534604,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.050162503748802344}",25,8,18.06014520167431,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.049911691230058335}",25,13,19.196822512319507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.04966213277390804}",20,16,6.188187098249344,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.0494138221100385}",20,14,9.717003280981471,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.04916675299948831}",25,18,16.123373461149438,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.04892091923449087}",20,5,2.8949928908582523,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
603,False,"{'a': 0.5, 'e': 0.04867631463831842}",20,10,15.916654316976885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.048432933065126825}",30,20,19.277909245608697,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.048190768399801194}",20,12,14.979854840294886,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.04794981455780219}",20,11,17.60488996607741,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.04771006548501318}",20,12,15.094051594178588,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.047471515157588115}",20,6,25.03316848843241,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.047234157581800176}",25,11,27.98393053974588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.046997986793891174}",25,12,9.248840964629187,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.04676299685992172}",25,8,27.424463202971026,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.04652918187562211}",20,11,16.68917013756187,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.046296535966244}",25,20,6.948669478054849,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.046065053286412784}",25,11,25.959436905119723,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.04583472801998072}",20,7,24.340865150541912,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.045605554379880814}",20,11,17.30483669430533,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.04537752660798141}",30,14,30.187247135375465,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.0451506389749415}",25,15,-23.862523525908877,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
619,False,"{'a': 0.5, 'e': 0.044924885780066794}",20,16,7.606896654811582,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.04470026135116646}",20,5,26.779829666538795,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.04447676004441063}",20,11,16.64804698331917,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.04425437624418858}",30,19,22.315765693092672,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.04403310436296763}",25,8,33.07017000930064,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.043812938841152796}",25,15,23.76622093084074,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.04359387414694703}",20,1,-14.358502784795286,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
626,False,"{'a': 0.5, 'e': 0.043375904776212296}",25,13,24.358765070870014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.043159025252331236}",20,16,8.016733650403891,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.04294323012606958}",35,8,46.2357897153256,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.04272851397543923}",30,22,10.604596831970179,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.04251487140556204}",25,19,10.446965227960472,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.5, 'e': 0.04230229704853423}",30,15,29.92299732035969,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.04209078556329156}",20,3,31.698333024781586,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.0418803316354751}",25,15,17.6579567621785,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.041670929977297724}",30,22,12.325480889708714,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.04146257532741124}",35,22,21.975490930365627,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.04125526245077418}",25,17,16.176272299452386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.5, 'e': 0.04104898613852031}",20,16,7.736209358042423,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.04084374120782771}",20,5,27.976010052901287,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.04063952250178857}",30,14,17.14618918010777,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.04043632488927963}",25,3,22.552810024139383,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.04023414326483323}",25,16,16.37120796463192,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.040032972548509065}",20,14,11.145560972088337,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.03983280768576652}",20,0,5.139708894062467,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
644,False,"{'a': 0.5, 'e': 0.03963364364733769}",20,12,15.259369659748483,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 0.039435475429100995}",25,13,20.90289980920385,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.5, 'e': 0.03923829805195549}",35,19,32.781562017028634,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.03904210656169572}",30,17,1.8457353307307924,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.03884689602888724}",20,13,12.291538806363873,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.0386526615487428}",25,8,22.12927003843073,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.03845939824099909}",20,13,14.059430910975394,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.03826710124979409}",25,17,15.37033616804959,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.038075765743545126}",25,13,11.964008426321044,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.0378853869148274}",20,7,11.016905337668003,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.03769595998025326}",20,13,12.287360780003201,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.03750748018035199}",25,7,35.025599386778836,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.037319942779450235}",20,11,-6.312016835609229,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
657,False,"{'a': 0.5, 'e': 0.037133343065552986}",25,19,10.1330878077192,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.03694767635022522}",25,10,26.287306398501084,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.5, 'e': 0.036762937968474095}",35,26,15.00849764721292,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.03657912327863173}",25,14,-2.450540513658086,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
661,False,"{'a': 0.5, 'e': 0.036396227662238566}",25,16,6.286564678379522,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.03621424652392737}",25,15,19.441657567831093,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.036033175291307735}",20,12,12.752240598128658,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.03585300941485119}",30,19,13.86549666200314,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.035673744367776934}",30,19,13.025301158300186,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.03549537564593805}",25,9,-56.5142605623377,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
667,False,"{'a': 0.5, 'e': 0.035317898767708356}",25,12,23.86800791343544,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.03514130927386981}",20,16,7.1378494604452545,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.03496560272750046}",20,14,11.121212080938239,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.03479077471386296}",35,21,28.924152186113954,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.03461682084029365}",25,11,29.17913545899033,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.034443736736092176}",25,14,21.45351211081094,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.034271518052411715}",30,15,16.27765765238267,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.034100160462149656}",25,14,19.091047889060583,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.03392965965983891}",20,12,10.360972835741538,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.033760011361539714}",20,13,12.806460918784124,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.03359121130473201}",25,15,18.367758616340268,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.033423255248208356}",25,20,8.914098390914328,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.03325613897196732}",25,5,35.42813452834494,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.03308985827710748}",25,0,35.252419339667696,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.032924408985721944}",25,8,18.833912765068863,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.03275978694079333}",20,12,12.198478522829262,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.032595988006089364}",20,16,5.850087725629168,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.032433008066058915}",25,13,21.562111964569475,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.03227084302572862}",25,17,14.39468795907953,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.032109488810599975}",20,11,15.977226604892625,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.5, 'e': 0.031948941366546975}",20,11,15.86717381585197,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.03178919665971424}",20,14,-0.9446247460672219,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.03163025067641567}",25,10,24.212779133398033,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.03147209942303359}",30,16,21.35799638158029,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.03131473892591842}",20,14,8.682945986281629,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.031158165231288826}",20,12,4.552503821047728,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.03100237440513238}",25,0,29.459683013985536,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
694,False,"{'a': 0.5, 'e': 0.030847362533106718}",25,16,13.941560695549496,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.030693125720441184}",25,11,12.233474763277439,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.030539660091838977}",20,6,20.238039613300227,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.5, 'e': 0.03038696179137978}",25,14,21.158181026923987,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.030235026982422884}",20,3,28.296451547734026,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.5, 'e': 0.030083851847510768}",25,16,16.393366415665657,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.029933432588273214}",20,11,14.916706967852118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.029783765425331846}",30,12,32.83708798563524,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.029634846598205186}",20,12,14.406582129431841,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.02948667236521416}",20,13,18.408377638699953,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.029339239003388088}",20,11,17.059233761901755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.029192542808371146}",30,13,33.92530904447442,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.02904658009432929}",30,21,19.14067866732976,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.028901347193857643}",20,7,28.46273503111569,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.5, 'e': 0.028756840457888354}",20,5,26.031363116999803,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.02861305625559891}",30,18,7.599149898694635,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.028469990974320916}",35,20,28.861146952454195,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.02832764101944931}",25,19,10.812068134585012,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.028186002814352063}",20,16,7.1493506192822185,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.0280450728002803}",25,3,33.39627934158145,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.0279048474362789}",35,14,37.31820663401955,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.027765323199097504}",20,14,12.500265603548826,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.027626496583102015}",25,13,23.685142585840207,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.027488364100186506}",25,11,21.774817768321796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.027350922279685573}",20,14,13.287194569652343,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.5, 'e': 0.027214167668287145}",20,16,6.199191168172227,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.02707809682994571}",25,15,19.7973905297184,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.02694270634579598}",20,10,20.306952261400504,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.026807992814067}",35,24,6.843660343514685,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.026673952849996664}",25,19,10.922061656021334,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.02654058308574668}",30,18,-19.840356217007525,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
725,False,"{'a': 0.5, 'e': 0.026407880170317945}",25,19,11.322365744990382,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.5, 'e': 0.026275840769466357}",30,17,27.230296896367786,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.026144461565619025}",20,3,23.281559625826326,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.02601373925779093}",25,10,23.749345421846325,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.025883670561501974}",25,15,16.418190439071438,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.5, 'e': 0.025754252208694463}",30,12,34.28794985140885,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.5, 'e': 0.02562548094765099}",20,14,14.913175191671812,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.025497353542912736}",35,17,33.14395719541701,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.02536986677519817}",20,16,8.308984373894715,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.02524301744132218}",25,13,21.87213663333636,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.5, 'e': 0.025116802354115567}",20,14,12.015508109504381,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.5, 'e': 0.024991218342344988}",25,19,11.516034688507297,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.5, 'e': 0.024866262250633264}",25,13,25.789253535723876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
